F1,F2,F3
2.9014,0.22771,-2.8954
2.7194,0.32094,-1.9702
5.0197,1.3481,-5.3989
1.8584,0.12531,-0.57227
3.7035,0.46309,-3.6449
2.7347,0.14971,-2.2468
3.017,0.31143,-2.334
2.7775,0.23773,-2.3872
3.091,0.20442,-2.0733
1.8107,0.12533,-0.78398
2.7678,0.11968,-2.1576
4.1537,0.57395,-4.2832
4.1834,0.84183,-4.3068
3.0539,0.27688,-3.1313
2.8559,0.26507,-2.4273
2.6144,0.036172,-1.6716
1.7456,0.13552,-0.029041
2.0778,0.27503,-0.92471
2.2291,0.24286,-1.0707
2.8806,0.25073,-2.4436
1.6879,0.076014,-0.52996
3.8945,0.70001,-3.2915
3.0737,0.16219,-2.9468
3.23,0.3604,-2.6598
3.2221,0.24609,-2.9912
0.99408,-0.10656,0.31288
3.2791,0.39566,-3.1312
3.5174,0.55688,-3.0228
4.1081,0.77001,-3.974
2.8754,0.34158,-1.917
2.4258,-0.016732,-1.7379
3.16,0.30746,-2.5319
2.3095,0.22258,-1.627
2.3058,-0.012452,-1.1453
3.1779,0.3193,-3.0446
2.7456,0.09864,-1.9143
1.8798,0.077328,-0.99875
4.0239,0.58693,-4.4623
4.1224,0.65812,-4.0513
3.9497,0.59614,-3.5519
2.222,0.088393,-1.8356
2.7368,0.22557,-2.2249
2.7981,0.1056,-2.1482
2.8802,0.10388,-2.1299
4.5741,0.96697,-5.0647
3.2085,0.38396,-2.7611
1.3027,-0.056263,0.31902
2.5279,0.26817,-1.9128
2.1738,0.17566,-1.723
2.5333,-0.012324,-1.6325
3.4068,0.53785,-2.925
2.7781,0.21575,-1.9222
3.4791,0.45969,-3.3971
2.9428,0.11645,-2.6255
2.9142,0.2331,-1.4839
2.4492,0.16199,-2.1108
1.8465,0.14504,-0.91874
4.944,1.3306,-5.5483
4.8585,1.2082,-6.0446
4.8811,1.1257,-5.6026
2.5173,0.32768,-2.1631
4.1364,0.70441,-4.3103
3.8432,0.65709,-4.2939
2.753,0.17103,-2.0828
3.3233,0.4502,-3.0012
2.9077,0.41372,-1.663
3.7026,0.63122,-3.3556
1.1445,-0.061803,0.056655
5.0512,1.3739,-5.5631
3.2381,0.22406,-3.3905
3.2666,0.40374,-2.9882
3.6486,0.41289,-3.2867
4.1252,0.58669,-4.2898
2.5583,0.27007,-1.5454
2.3639,0.036291,-0.81128
4.2889,0.88897,-3.9178
3.349,0.3878,-2.7773
4.4425,0.75107,-5.0131
3.7717,0.65535,-3.026
2.3503,0.20304,-1.396
2.2639,0.15331,-1.6028
2.7685,0.37029,-2.5047
3.2678,0.44518,-3.0175
4.8392,1.2199,-5.2737
2.5804,0.079905,-1.7386
1.7731,-0.088298,-0.76159
4.082,0.71633,-3.8429
3.1648,0.2272,-2.4178
2.0409,0.15792,-1.0165
0.85868,0.037893,0.4058
3.2331,0.26334,-2.8111
3.2938,0.37283,-2.7228
4.4987,0.89214,-4.8301
3.8669,0.59371,-3.0597
1.6357,0.12793,-0.93484
2.1634,0.14895,-1.6264
4.429,0.94195,-5.0448
2.9158,0.29405,-2.456
4.2359,0.79005,-4.1079
2.9397,0.29648,-1.9858
0.91905,-0.090717,0.59896
2.5101,0.15707,-1.9897
3.4561,0.40456,-3.0154
2.5848,0.14742,-1.7682
2.6876,0.18449,-1.9227
0.85827,0.13478,0.48598
0.7211,-0.12413,0.83411
2.8285,0.32892,-2.3187
2.23,-0.016726,-1.5373
4.4095,0.85951,-4.8521
3.0817,0.30435,-2.6385
2.0063,0.12187,-1.3615
3.307,0.35704,-2.9846
2.2073,0.30335,-1.3432
2.9031,0.33935,-2.0749
4.1483,0.98126,-4.2251
2.6917,0.19269,-2.4968
2.7204,0.40841,-2.0749
2.4113,0.1161,-2.2724
1.6099,0.20934,-0.085179
3.1543,0.28285,-1.7489
2.0934,0.1927,-0.94982
3.2088,0.35147,-2.7439
3.0512,0.38909,-2.6265
2.6361,0.086574,-1.9592
2.6638,0.11837,-2.589
3.544,0.53493,-3.3022
3.5625,0.56795,-3.858
2.9277,0.14722,-2.1283
2.7263,0.15729,-2.1726
3.2421,0.3848,-3.1931
2.96,0.19331,-1.9438
1.8148,0.067319,-0.79099
0.4939,0.027173,1.1957
2.7212,0.39468,-2.3978
4.0698,0.59047,-4.1565
3.9522,0.79296,-3.7498
3.1357,0.22522,-2.725
0.42919,-0.07796,1.3312
3.9874,0.48145,-4.0432
1.0744,-0.066045,0.54713
2.5225,0.019248,-1.9769
3.2318,0.17546,-2.7428
2.2632,0.20853,-1.6695
3.594,0.45618,-3.3528
2.0364,-0.026405,-1.3223
3.2987,0.20953,-2.7415
4.4207,0.7768,-4.7848
1.5544,0.055071,-0.75882
3.8541,0.63626,-3.9771
2.9403,0.20279,-2.1757
3.1151,0.25469,-2.1379
3.1443,0.43654,-2.9326
3.4289,0.34684,-3.5185
3.8338,0.46589,-3.9064
3.9646,0.31545,-4.2038
3.4112,0.19425,-3.1216
1.6115,0.098978,-0.83334
3.9139,0.43741,-3.8434
5.1962,1.2969,-6.0014
1.283,-0.04075,-0.092653
4.2632,0.83454,-4.6846
3.1007,0.34985,-3.0518
1.0623,0.025115,0.83981
4.2327,0.60541,-4.2163
4.2685,0.74475,-4.6572
0.8278,-0.030917,0.5746
1.6715,0.035826,-0.058109
2.862,0.18981,-2.4565
4.1039,0.7107,-3.86
4.1167,0.69879,-4.6359
3.089,0.26475,-2.8306
2.0768,0.26429,-1.0568
3.393,0.44478,-3.2635
2.8474,0.084244,-2.3843
4.0875,0.56536,-4.2524
3.4674,0.38646,-2.8295
2.1043,0.081213,-1.2329
3.0776,0.30982,-2.5641
3.7457,0.43079,-3.5271
2.5592,0.3347,-1.6824
3.2296,0.32023,-3.1345
3.1287,0.28162,-2.5343
2.473,0.22089,-0.98596
2.8215,0.30684,-2.4713
2.7732,0.16222,-1.7572
3.9374,0.64738,-3.327
2.7894,0.14346,-2.3469
2.3165,-0.020561,-1.641
1.8662,0.13516,-0.94658
3.3209,0.50057,-2.6676
3.3341,0.47431,-3.027
3.7286,0.39261,-4.0116
2.6802,0.098719,-1.9692
2.8353,0.32844,-1.9646
2.4161,0.2719,-1.8293
2.8371,0.35229,-2.2475
2.8471,0.23761,-2.2218
1.5808,-0.098122,-0.45323
3.892,0.66869,-4.3252
3.0117,0.17929,-2.4542
3.1704,0.25734,-2.8319
4.4457,0.80112,-4.9741
2.9522,0.22133,-2.4717
3.4844,0.32313,-3.1768
4.246,0.65925,-4.1531
2.7026,0.34727,-2.5115
2.9037,0.27664,-2.646
2.7291,0.33557,-2.7321
1.6975,0.26621,-0.94148
2.5487,0.27421,-2.051
2.1148,0.177,-0.73166
3.5311,0.54098,-3.0261
0.94122,-0.1121,0.77344
3.5775,0.32607,-3.5099
2.2031,0.28153,-1.8939
2.5979,0.24205,-1.6995
4.4301,0.97824,-4.4429
2.9895,0.38368,-2.5291
3.7764,0.58922,-3.8053
2.9878,0.18663,-2.6202
3.6504,0.48303,-3.9448
3.3013,0.23531,-3.1592
2.2712,-0.024428,-1.33
1.3933,-0.17018,0.24175
1.3525,0.10152,-0.25552
3.3591,0.3979,-3.2642
2.1365,0.072409,-1.5924
2.5198,0.16183,-1.7919
3.1964,0.21926,-3.0101
1.5087,0.16829,0.42587
2.2315,0.28129,-1.3993
2.2836,0.27231,-1.0696
2.9783,0.5262,-2.4121
2.6982,0.27106,-2.4952
2.2529,0.13187,-1.3682
1.8771,0.1647,-0.58241
1.9381,0.117,-0.29854
2.4571,0.27623,-1.7499
4.1853,0.6507,-3.8567
3.0405,0.42427,-2.7309
5.1573,1.3321,-5.2074
1.585,0.084843,-0.2738
3.8631,0.70839,-3.7338
2.3144,0.061246,-1.9987
3.4589,0.37873,-3.4052
2.093,-0.022496,-0.88083
3.3274,0.30617,-2.5697
2.3052,0.20439,-1.3958
3.5765,0.43096,-3.2504
3.3594,0.42443,-3.0895
3.0839,0.23409,-2.9622
2.7171,0.22132,-2.3698
2.8939,0.11693,-2.4931
3.5253,0.47802,-3.595
3.3241,0.43746,-3.5879
1.7567,0.11662,-0.45486
3.3119,0.36039,-2.4732
3.3024,0.32078,-2.6744
3.132,0.21129,-2.901
2.1665,0.21078,-1.043
4.2031,0.69143,-4.2866
0.73384,-0.11681,0.75638
2.9042,0.17995,-2.3869
3.6626,0.59289,-3.5764
2.0124,0.13616,-0.91351
3.5438,0.47354,-3.9313
2.1352,0.17918,-1.3506
2.5065,0.32978,-1.7112
4.0389,0.64825,-4.0608
0.23677,0.10703,1.76
2.8625,0.2705,-2.3817
3.3275,0.25018,-2.942
5.3966,1.6412,-5.8113
2.3856,0.14976,-1.4798
2.6141,0.14658,-1.9032
4.2434,0.78133,-4.0708
3.3883,0.30803,-3.0211
3.4882,0.46326,-2.5902
4.2858,0.69742,-4.7792
2.1351,0.099165,-0.95015
2.6308,0.27146,-1.8755
2.5986,0.2458,-2.2672
1.9699,0.040683,-0.58113
2.2479,0.1093,-1.3839
3.3417,0.39811,-2.8675
3.5011,0.23692,-3.8449
4.5467,1.1005,-5.0671
3.8932,0.43748,-3.3571
2.6813,0.22075,-1.4923
3.7855,0.47834,-3.6838
3.9255,0.55572,-4.3986
3.6245,0.51584,-2.7018
4.3568,0.74893,-4.8537
0.9332,-0.0028565,0.83743
2.8177,0.069689,-2.2956
4.281,0.8481,-4.3696
5.321,1.4842,-5.8095
3.7782,0.57761,-3.8866
2.0213,0.038256,-1.2641
2.7933,0.33797,-2.7717
4.0298,0.61306,-4.0977
3.2613,0.47064,-2.8701
2.4187,0.13892,-1.4505
3.4898,0.37321,-2.5701
4.4863,1.0052,-4.9591
3.1639,0.37562,-2.697
3.1779,0.35638,-2.8488
3.2588,0.25185,-2.9214
2.7883,0.14488,-1.7463
3.2779,0.36297,-3.0963
3.0505,0.32373,-2.4526
2.6029,-0.014982,-2.0322
2.051,-0.052661,-0.56133
3.1056,0.37527,-2.1993
3.9702,0.66045,-4.1648
3.525,0.44254,-3.9151
2.7481,0.41342,-1.9014
2.5229,0.11801,-1.8703
3.1061,0.22481,-2.9382
2.2133,0.17217,-1.1572
1.7709,0.099557,-0.4982
3.069,0.27301,-2.4554
2.8066,0.10497,-2.554
4.2445,0.79328,-4.1947
3.6657,0.63091,-4.0178
2.5765,0.33435,-1.7085
2.7583,0.23165,-2.3674
4.0033,0.68047,-4.5049
2.5098,0.25364,-1.8895
3.4555,0.40971,-2.9519
2.1303,0.026196,-1.0383
2.1023,0.0078996,-0.90059
0.73234,0.041544,0.8596
4.1551,0.69885,-4.9069
3.1938,0.1525,-2.6943
3.8307,0.4141,-3.5485
4.5094,0.8532,-4.9346
3.9642,0.62658,-3.8165
4.9187,1.2097,-5.0505
3.8555,0.60053,-3.9542
3.4582,0.43071,-3.0646
3.6989,0.63165,-4.057
3.3447,0.40494,-3.303
5.068,1.5123,-5.1595
2.6361,0.23922,-2.0185
2.3433,0.15605,-1.5661
2.5792,0.040542,-1.4132
3.2676,0.32708,-2.6462
2.0209,0.15329,-0.93271
3.5082,0.33444,-3.4674
2.5605,0.32572,-2.2692
3.0348,0.49936,-2.4283
2.4121,0.16095,-1.8938
3.4944,0.28082,-3.2443
2.1636,0.14006,-1.0949
3.4404,0.43796,-2.9244
2.2715,0.14177,-1.1073
3.1329,0.32344,-2.2985
2.7561,0.21668,-2.0788
2.4348,0.076452,-1.8487
4.1773,0.72492,-4.0215
3.9506,0.53147,-4.4331
2.2078,-0.091902,-1.4551
3.6298,0.14589,-3.7704
2.4469,0.1683,-1.649
2.537,0.21683,-1.0078
3.2764,0.26385,-3.2971
3.6156,0.53026,-3.5771
4.446,0.72088,-4.5548
2.5206,0.064811,-1.4354
1.2085,-0.14569,-0.3779
2.5494,0.35416,-1.9364
4.2155,0.73661,-4.558
5.1198,1.3475,-5.6028
4.0898,0.6266,-4.4727
1.8408,0.053274,-0.82917
4.4339,0.82685,-4.7926
5.3307,1.4128,-5.9709
2.9585,0.16367,-2.3087
2.0686,0.11699,-1.0772
3.8028,0.6069,-3.3723
3.2352,0.25194,-2.7241
3.4638,0.49894,-3.3896
3.6768,0.26108,-3.3681
4.3241,0.77447,-4.7123
3.7618,0.45278,-4.1135
0.36541,0.10634,1.2231
3.0628,0.32484,-2.2715
0.81127,-0.019006,1.0225
3.468,0.26519,-3.0994
3.019,0.41742,-2.3521
2.0966,0.091485,-1.1449
2.549,0.19181,-1.659
2.5545,0.20542,-1.9822
3.438,0.34247,-3.1888
3.4629,0.2964,-3.3822
4.6371,1.133,-5.0933
3.8881,0.54437,-3.9503
3.7807,0.36587,-2.9935
3.0096,0.14551,-2.1659
4.1953,0.76245,-4.3408
2.4456,0.11571,-1.7994
4.0916,0.72685,-4.3819
1.8073,0.12597,-0.7081
5.4164,1.7258,-6.5944
2.3542,0.18162,-1.4019
3.2675,0.38831,-3.1797
3.4773,0.25534,-3.3034
2.4327,0.26091,-2.0042
2.4645,0.10998,-1.5137
4.396,0.82379,-4.8362
3.4291,0.52471,-2.9795
3.6937,0.55144,-3.5156
0.89664,0.17416,1.1112
3.1836,0.32717,-2.7673
0.95467,-0.018521,0.32709
2.1323,0.25472,-1.367
4.0271,0.7933,-4.454
3.1396,0.43212,-3.0492
3.7217,0.45585,-3.6879
3.4538,0.23444,-3.3802
2.2072,0.19939,-1.1342
3.7569,0.60624,-3.5734
2.6462,0.11844,-1.716
2.7654,-0.026372,-2.2143
1.7308,0.1544,-0.42176
2.848,0.34374,-3.137
1.0992,-0.040699,0.13882
1.7195,0.18244,-0.49335
2.8418,0.17008,-2.5533
1.7243,0.10615,-0.56796
3.9991,0.66307,-4.0958
2.7904,0.39037,-1.6765
2.4914,0.13095,-1.9053
3.1585,0.43299,-2.8217
2.6403,0.31997,-2.0727
3.3946,0.37561,-2.8926
3.8664,0.43939,-3.7469
1.5343,0.30469,-0.47425
2.3097,0.054553,-1.2324
2.8233,0.29657,-2.3608
2.2093,0.10012,-1.5829
1.9452,0.20578,-1.177
2.0057,0.10937,-0.85959
3.3231,0.24724,-3.133
3.7567,0.59838,-3.4586
3.2976,0.3954,-3.4029
2.6312,0.14156,-2.6012
2.0238,0.17248,-0.69466
2.395,0.17341,-1.3018
2.0097,0.11083,-1.4648
2.2373,0.13221,-1.6204
2.465,0.21296,-1.5995
3.9102,0.79177,-3.3566
5.4621,1.7659,-6.1859
3.806,0.63507,-3.5355
3.4139,0.38084,-3.011
3.6748,0.39818,-2.9626
3.5875,0.29997,-3.6594
4.2213,0.82475,-4.307
1.9844,0.2458,-0.6601
3.6408,0.46717,-3.6763
3.4712,0.41654,-3.8239
3.5774,0.46664,-3.386
3.9714,0.58315,-3.8925
2.4931,0.20893,-1.1403
4.7364,1.0991,-4.6804
2.8223,0.37747,-2.7223
2.6689,0.26346,-1.9619
2.7027,0.26785,-2.2395
2.7616,0.099947,-2.0337
4.2493,0.79736,-4.2007
2.8403,0.29934,-2.7345
3.8201,0.33876,-3.6809
3.0902,-0.046032,-2.6601
2.5847,0.17894,-1.8073
4.0546,0.66892,-3.9839
3.4401,0.40123,-3.4473
3.0441,0.20212,-2.0687
3.6802,0.53036,-3.2657
3.4534,0.52168,-3.064
4.1548,0.59433,-4.0659
3.8168,0.68472,-3.3579
3.2633,0.28988,-2.5306
2.1702,0.021275,-0.98675
1.5426,0.016899,-0.032872
5.2424,1.4565,-5.5087
3.8829,0.75237,-3.5452
3.6619,0.41966,-3.4736
1.2995,0.12661,0.09356
1.2322,0.089783,0.29456
2.4934,0.1131,-1.6223
3.3983,0.46141,-2.4546
2.9597,0.038098,-2.4391
3.6876,0.5347,-3.6451
2.4829,0.18192,-2.0219
2.8615,0.31869,-2.3547
2.8071,0.19367,-2.7786
4.761,1.0409,-5.1917
1.5745,0.065033,-0.023167
2.8382,0.12143,-2.4497
2.2775,0.20469,-1.4054
2.6312,0.10286,-1.9396
3.7235,0.5108,-4.1369
3.6547,0.53512,-3.1857
3.5842,0.55243,-3.9602
2.4032,0.038131,-1.9637
3.3573,0.34219,-2.715
3.7827,0.49837,-3.1242
3.6621,0.4544,-2.8393
4.0155,0.74283,-4.7251
4.3395,0.84129,-4.0274
4.7056,1.1225,-5.3008
4.1314,0.66765,-4.3809
1.833,0.063154,-0.857
4.4088,0.86129,-4.3104
6.0644,2.1679,-6.8458
2.6201,0.21721,-2.0363
3.3259,0.36048,-3.0591
3.4547,0.46708,-2.7842
4.4623,0.83671,-4.3765
4.3973,0.84525,-4.1625
2.5,0.038142,-2.1706
2.4745,0.35649,-1.8234
2.4813,0.15226,-1.6388
2.5127,0.16669,-1.9839
2.3929,0.33376,-1.4345
3.6403,0.51158,-3.727
2.4946,0.19096,-1.5506
2.7391,0.13068,-2.4953
2.4963,0.34675,-1.9873
2.8576,0.19891,-2.0985
2.8458,0.18896,-2.3232
3.7756,0.53135,-3.6211
3.5973,0.38824,-3.6585
4.5013,0.98767,-4.2747
4.9873,1.2938,-5.27
3.6475,0.62193,-3.3626
2.4036,0.063137,-1.6465
0.76111,0.082252,0.95703
1.8538,0.04055,-0.61337
3.3119,0.44514,-3.4237
3.5023,0.35235,-3.3465
3.5352,0.37504,-3.4577
1.8372,0.18478,-1.0417
4.0661,0.62371,-4.2216
1.9881,-0.097458,-1.4901
3.6225,0.56453,-3.5107
3.1607,0.29292,-2.6695
2.6732,0.084568,-2.1216
0.74419,0.011628,0.90419
2.9259,0.21748,-2.406
2.9024,0.062313,-2.7726
2.928,0.11289,-1.6557
3.0301,0.36932,-2.5345
2.6026,0.096521,-2.1789
4.0845,0.74128,-3.9189
2.7794,0.057773,-2.1517
2.906,0.36853,-2.3128
2.9755,0.23687,-2.02
3.6062,0.3482,-3.0205
2.0763,-0.0048326,-1.1595
2.8827,0.37125,-2.3507
3.7088,0.34435,-3.7684
2.2761,0.10551,-1.1297
3.0344,0.24713,-2.7029
2.2517,0.34453,-1.6416
2.0193,0.059625,-1.271
0.56201,0.082451,1.218
2.6844,0.16994,-1.9898
3.2906,0.33144,-2.6853
5.3043,1.5793,-5.7889
2.8079,0.33651,-2.55
4.6093,0.80544,-4.4461
2.1244,0.086005,-1.2455
2.5222,0.11971,-1.4859
2.4502,0.077448,-2.3253
2.7963,0.50001,-2.2333
2.8783,0.33379,-3.0606
3.3817,0.30156,-3.0646
2.9068,0.27277,-1.9183
3.9237,0.67148,-3.9895
2.2907,0.19223,-1.7151
3.5985,0.49088,-2.9271
4.5884,0.94316,-5.1472
2.9087,0.3716,-2.1666
4.2122,0.68171,-3.9189
3.3515,0.32048,-2.5367
2.1802,0.19132,-1.1025
3.995,0.57079,-3.7765
1.0582,0.039482,0.048607
1.6242,-0.15344,-0.63722
3.8194,0.47042,-3.8171
5.1472,1.3426,-5.6982
2.8924,0.09599,-2.9021
4.6483,0.84202,-4.7069
3.7978,0.54642,-3.9571
1.1796,0.15188,0.046042
3.5197,0.42594,-3.9478
2.2798,0.29424,-1.0366
1.9071,0.16323,-1.669
1.7625,0.031623,-0.73409
2.1967,0.13873,-1.4933
3.6016,0.3755,-3.3952
2.322,0.18467,-1.7081
3.6791,0.50162,-3.3213
2.6176,0.31644,-1.6263
1.3769,-0.056798,-0.13717
3.3134,0.46938,-2.7288
3.5184,0.34061,-3.1029
4.547,0.94863,-4.7066
2.6417,0.37743,-1.9541
1.8254,0.014131,-1.2383
3.6225,0.44866,-3.6754
3.6339,0.55714,-3.4135
3.5844,0.76135,-3.6239
2.9003,0.24415,-2.5988
4.6981,1.0319,-4.8005
2.507,0.22467,-1.596
3.6525,0.44953,-3.6866
3.3224,0.33193,-2.6162
3.6986,0.41418,-3.5667
1.6541,-0.11663,-0.77022
2.7358,0.10507,-2.0066
4.2742,0.69495,-4.6742
4.2496,0.56794,-4.2283
2.9369,0.37214,-2.0722
1.9411,0.10149,-0.89396
1.7315,-0.046342,-0.65467
4.2231,0.7257,-4.2587
2.9038,0.28936,-2.2759
3.6938,0.47123,-3.5577
2.7316,0.26415,-2.1909
3.2313,0.22811,-2.8825
2.2081,0.073484,-1.0228
2.7811,0.14526,-2.1829
3.184,0.21802,-2.833
2.6609,0.074297,-2.3546
4.9041,1.1686,-5.2834
2.999,0.29718,-2.3194
3.8745,0.66679,-3.9151
3.2888,0.25973,-3.1698
4.4678,0.83171,-4.7762
2.0378,-0.031471,-1.3653
5.7598,1.9611,-6.3662
3.066,0.2907,-2.4891
2.7256,-0.0056678,-1.8557
2.1619,0.19957,-1.2418
3.5118,0.62508,-2.9515
3.5379,0.48805,-3.6908
3.4172,0.54447,-3.3002
2.2616,0.21389,-1.635
3.0812,0.17807,-2.6674
4.2421,0.68296,-4.4553
3.3359,0.36232,-3.2178
3.4621,0.41495,-2.8839
2.9114,0.31887,-1.9098
3.0566,0.21441,-2.8623
0.94274,0.21665,0.63425
2.8963,0.26395,-2.2783
2.5231,0.3262,-1.9402
4.5558,0.75987,-4.8317
1.272,0.0035793,-0.47914
4.9674,1.1151,-5.1491
2.0775,-0.064503,-0.65765
3.9726,0.7572,-4.2695
2.8451,0.33616,-2.8005
2.0258,0.061183,-1.1551
1.0826,-0.078647,0.64485
4.227,0.77521,-4.6893
2.7045,0.2697,-2.1644
2.9057,0.26417,-2.4714
4.1303,0.76149,-4.0968
5.0533,1.3477,-5.5593
2.5251,0.22254,-1.7991
2.3586,0.17802,-1.7741
2.7207,0.069961,-2.1065
4.2238,0.78191,-3.7674
1.2486,0.22741,0.61047
2.2031,0.033274,-1.416
3.5846,0.50079,-3.153
2.5089,0.18639,-1.9739
0.81139,0.042002,0.91014
3.9048,0.64772,-4.1949
3.3846,0.37543,-3.1111
3.1335,0.46623,-3.0454
3.5431,0.43918,-3.6296
2.1336,-0.00313,-1.8222
2.7954,0.2936,-2.5097
5.7325,1.8955,-6.2859
3.5435,0.47422,-3.3899
2.6169,0.24849,-1.588
3.3059,0.22778,-3.8105
2.76,0.26159,-2.3233
4.203,0.82657,-3.6283
2.4692,0.018698,-2.1204
3.9719,0.69272,-4.0616
3.9554,0.72318,-3.7786
1.5122,0.016242,-0.087751
2.4519,0.093632,-1.7876
2.8721,0.25579,-1.7668
4.609,1.0841,-4.9118
4.0592,0.45301,-4.077
2.7332,0.37515,-1.7727
3.7881,0.59529,-3.1257
3.2412,0.19157,-2.6435
2.9531,0.36274,-2.5546
3.1086,0.22248,-3.102
1.2301,0.10342,0.12756
2.7541,0.12654,-2.7186
3.8605,0.56457,-3.728
2.3523,0.13491,-1.7065
1.3424,0.044524,0.11681
3.2118,0.33906,-2.7242
3.1086,0.29054,-2.7563
1.6244,-0.0041295,0.068981
4.0715,0.62523,-3.9696
3.2989,0.47693,-3.1278
2.7059,0.10048,-2.078
2.3688,0.11636,-1.7532
4.7708,0.95147,-4.9927
2.9723,0.19176,-3.2209
2.5904,0.28121,-1.9667
2.6826,0.15655,-1.6763
3.1011,0.31497,-2.8554
1.297,0.028208,-0.33518
3.8988,0.82463,-3.8088
3.8623,0.48929,-3.5551
0.63135,-0.035496,0.71228
2.6886,-0.074375,-2.556
4.7744,1.0214,-4.8718
2.9298,0.24381,-2.9221
2.1524,0.14489,-1.4791
2.8887,0.166,-2.039
3.8929,0.74019,-3.6453
3.9783,0.56091,-4.247
1.1334,0.040563,0.43462
1.0257,0.03702,0.22426
4.1608,0.80489,-3.8839
3.1123,0.32481,-2.7559
4.6676,1.0002,-4.9426
2.9992,0.31308,-2.3976
3.2924,0.34165,-2.9542
2.033,0.053738,-0.88468
2.7028,0.051723,-2.4397
2.8328,0.2675,-2.3065
2.7581,0.14636,-2.1873
3.1064,0.099101,-2.6426
4.8305,1.0038,-5.3567
2.8088,0.26626,-2.3069
1.9868,-0.081537,-1.2651
4.2872,0.93519,-4.3232
3.9899,0.6163,-3.5618
3.2705,0.29384,-2.3302
5.1226,1.3501,-5.7575
3.6626,0.41593,-3.9956
2.0034,0.13869,-0.96553
4.1228,0.92726,-4.3961
2.0064,0.080189,-0.86082
2.2562,0.13967,-2.0572
3.8583,0.55737,-3.7282
4.1198,0.91325,-4.1976
4.3119,0.74944,-5.011
4.6041,1.0505,-5.2983
4.1582,0.8242,-4.5142
3.4053,0.4321,-3.042
4.2918,0.63664,-4.8346
1.9715,0.13704,-0.67334
5.1501,1.2638,-5.837
1.2789,-0.05119,0.13268
4.3565,0.97606,-4.484
1.0717,0.040766,0.025369
3.156,0.29118,-2.8319
3.912,0.68673,-3.6585
1.9634,0.045607,-0.64645
3.821,0.50627,-3.9508
3.9837,0.78319,-3.7811
4.4107,0.77029,-4.5961
2.9851,0.36182,-2.4913
2.9244,0.25614,-2.4267
3.7494,0.55236,-3.6953
5.0357,1.3486,-5.6531
2.9597,0.25612,-2.1692
2.3507,0.13021,-1.2223
1.1985,0.15662,0.20298
2.8149,0.40191,-2.0207
3.9768,0.60334,-3.8958
3.2267,0.30225,-2.678
3.4356,0.50765,-3.4116
2.8059,0.1101,-2.3738
3.9343,0.65767,-3.5805
3.6253,0.3325,-3.6032
3.0705,0.078062,-2.3829
0.8562,0.041694,0.35331
3.759,0.55172,-3.8525
5.4416,1.7048,-6.1927
3.2925,0.44024,-3.052
2.0526,0.023462,-1.0238
4.8184,1.0788,-5.608
2.791,0.05449,-2.1543
5.4599,1.5843,-6.0128
2.1487,0.19478,-1.0898
2.5528,-0.042851,-1.939
4.6501,1.1685,-5.5671
2.9503,0.28695,-2.7328
4.2795,0.90493,-3.9413
3.1416,0.21507,-2.7246
2.4445,0.29458,-1.7722
3.1962,0.24156,-3.0297
3.9758,0.58873,-4.1505
0.31152,-0.0070721,1.2622
2.6126,0.2298,-2.6398
2.9974,0.27416,-2.0309
5.2145,1.3781,-5.6064
4.6934,1.0174,-5.179
2.8654,0.11461,-2.2064
4.4471,0.97505,-4.641
3.589,0.51541,-3.1963
2.7905,0.35061,-2.5101
1.6299,0.14114,-0.45473
5.8106,1.9096,-7.0584
3.8642,0.50605,-3.9331
4.5483,0.8488,-4.5915
3.2379,0.26699,-3.0887
3.1277,0.24364,-2.7224
3.533,0.63037,-3.4606
4.1356,0.74,-4.1646
3.9357,0.53431,-4.0592
4.3564,0.70609,-4.2791
4.8066,0.98361,-4.9377
4.3589,0.60297,-4.686
4.7427,1.128,-5.1176
2.7265,0.31317,-2.5413
3.0153,0.3954,-2.552
1.837,0.051168,-0.85905
1.1075,-0.11128,0.75874
3.5118,0.55551,-3.0205
2.7318,0.018681,-1.6757
2.5452,0.14445,-1.8408
3.2862,0.25445,-3.4602
4.0255,0.77237,-4.2923
4.3158,0.8973,-4.2266
2.986,0.17109,-2.5011
1.6899,-0.0078009,-0.53393
2.5497,0.15157,-1.5659
2.4278,0.1068,-2.1431
4.3422,0.90274,-4.4474
3.6792,0.41091,-3.8959
4.0246,0.52808,-3.862
3.8938,0.74108,-3.8484
2.3822,0.13435,-1.6045
2.2614,0.17288,-1.3942
3.9447,0.5635,-3.5943
2.7465,0.20022,-1.7465
2.5551,0.17286,-1.3375
2.8087,0.066194,-2.4847
4.5317,1.0395,-4.6952
3.2176,0.24677,-2.3647
3.7872,0.47473,-3.5063
2.4369,-0.078544,-2.0112
4.3311,0.71491,-5.118
4.1542,0.79642,-4.4747
3.3921,0.56186,-2.7736
3.997,0.76882,-3.9893
2.6835,0.11345,-2.1978
1.9186,0.20306,-0.75581
3.6126,0.69348,-3.2016
2.768,0.1345,-2.5655
3.7622,0.54294,-3.7438
3.8963,0.35821,-3.9121
2.2038,0.20311,-1.1503
3.4405,0.47768,-3.1742
2.4596,0.15133,-1.6988
3.4871,0.54368,-2.9363
1.9697,0.061162,-0.67337
2.5762,0.11363,-1.6587
3.7702,0.39679,-3.9665
3.292,0.36043,-3.0206
4.0745,0.58653,-4.162
3.6452,0.43601,-3.2611
4.5867,1.0345,-4.9097
2.4207,0.094594,-1.7208
